id,customer_age,job_type,marital,education,default,balance,housing_loan,personal_loan,communication_type,day_of_month,month,last_contact_duration,num_contacts_in_campaign,days_since_prev_campaign_contact,num_contacts_prev_campaign,prev_campaign_outcome,y
4055,36.0,4,2,2,0,2159.0,0,0,0,25,4,115.0,1.0,234.0,1,0,0
18053,32.0,3,0,1,0,3.0,1,0,0,11,5,77.0,2.0,,0,3,0
7837,51.0,7,1,1,0,2259.0,1,0,0,14,8,207.0,1.0,,0,3,0
10997,42.0,7,0,1,0,5749.0,1,1,0,15,8,79.0,3.0,357.0,1,0,0
30372,33.0,0,2,1,0,226.0,1,0,0,17,0,524.0,1.0,315.0,11,2,0
1786,65.0,3,1,0,0,3171.0,0,0,1,8,5,171.0,1.0,,0,3,0
27411,,4,1,2,0,79.0,0,0,0,8,8,321.0,9.0,,0,3,0
23386,28.0,4,1,2,0,2982.0,0,0,0,22,0,333.0,5.0,,0,3,0
15860,30.0,1,2,1,0,4.0,1,1,0,16,8,102.0,1.0,,0,3,0
25760,71.0,7,1,1,0,23589.0,0,0,0,3,5,848.0,3.0,,0,3,0
2821,41.0,9,1,1,0,569.0,1,1,0,17,0,458.0,1.0,,0,3,0
378,54.0,7,1,1,0,961.0,0,1,0,18,3,236.0,1.0,553.0,4,0,1
8453,,1,0,1,0,4172.0,1,0,0,15,5,291.0,4.0,,0,3,0
7565,43.0,9,1,1,0,787.0,0,0,0,5,6,160.0,2.0,,0,3,0
29578,24.0,0,2,1,0,3778.0,1,0,0,19,8,205.0,2.0,,0,3,0
20816,27.0,9,0,2,0,3156.0,1,1,0,27,8,117.0,1.0,,0,3,0
12868,55.0,7,0,1,0,317.0,1,0,0,28,4,329.0,1.0,,0,3,0
27506,39.0,9,2,1,1,-3.0,0,1,0,12,1,59.0,4.0,,0,3,0
17998,39.0,7,1,1,0,-118.0,1,0,0,29,8,158.0,3.0,,0,3,0
3323,46.0,9,0,1,1,17.0,0,0,0,27,1,145.0,3.0,,0,3,0
15921,45.0,1,1,0,0,-125.0,1,0,0,3,6,165.0,3.0,,0,3,0
6971,28.0,4,2,2,0,4.0,0,0,0,28,1,57.0,7.0,,0,3,0
22939,58.0,5,1,2,0,0.0,1,0,0,26,8,386.0,3.0,358.0,2,0,0
10840,37.0,1,1,0,0,8.0,0,0,1,30,5,89.0,8.0,,0,3,0
4310,49.0,1,0,0,0,384.0,0,0,0,5,3,715.0,1.0,,0,3,0
29043,31.0,3,1,1,0,83.0,1,0,0,14,5,61.0,2.0,,0,3,0
19885,34.0,0,1,1,0,1089.0,0,0,0,9,6,146.0,1.0,,0,3,0
14551,47.0,3,1,0,0,-4.0,1,0,1,24,5,211.0,1.0,,0,3,0
25612,46.0,3,1,1,0,998.0,0,0,0,18,1,94.0,11.0,,0,3,0
22911,35.0,2,0,2,0,911.0,0,0,0,6,6,203.0,1.0,,0,3,0
17516,42.0,9,2,1,0,1005.0,1,1,0,7,8,151.0,1.0,,0,3,0
23765,44.0,4,1,1,0,582.0,0,0,0,22,1,64.0,2.0,,0,3,0
27790,49.0,0,1,1,0,928.0,1,0,0,16,6,195.0,3.0,,0,3,0
26528,67.0,5,1,1,0,2047.0,0,0,0,16,11,461.0,5.0,195.0,4,1,1
9520,72.0,5,2,0,0,-2.0,0,0,1,9,11,130.0,1.0,,0,3,0
9690,50.0,4,1,2,0,6908.0,0,0,0,20,9,225.0,1.0,,0,3,0
5889,35.0,7,1,1,0,934.0,1,0,0,29,8,276.0,3.0,,0,3,0
11025,57.0,5,1,2,0,817.0,0,0,0,8,1,402.0,2.0,,0,3,0
5949,61.0,5,0,1,0,-46.0,1,0,0,13,8,263.0,2.0,,0,3,0
5159,38.0,1,1,1,0,358.0,1,0,0,14,8,224.0,2.0,,0,3,0
29698,59.0,4,1,2,0,2846.0,1,0,1,19,0,1155.0,5.0,,0,3,1
5956,42.0,9,1,1,0,1.0,0,0,0,2,6,294.0,1.0,,0,3,0
7765,40.0,4,2,2,0,428.0,1,0,0,6,8,14.0,3.0,169.0,2,0,0
8974,,1,1,1,0,2342.0,1,1,0,5,8,299.0,2.0,,0,3,0
19478,53.0,9,1,1,0,780.0,0,0,0,9,5,651.0,1.0,,0,3,0
3115,38.0,4,2,2,0,8368.0,0,0,0,11,6,194.0,1.0,,0,3,0
15375,40.0,1,1,0,0,-255.0,1,0,0,29,8,185.0,5.0,,0,3,0
17780,20.0,8,2,1,0,522.0,0,0,0,1,5,165.0,1.0,199.0,3,0,0
5188,34.0,1,1,1,0,664.0,1,1,0,5,3,452.0,4.0,,0,3,0
6105,28.0,0,2,1,0,156.0,1,0,0,15,8,554.0,1.0,364.0,1,1,1
6840,25.0,8,2,1,0,467.0,0,0,0,4,3,283.0,2.0,,0,3,0
8659,38.0,2,1,2,0,-5.0,1,0,0,17,9,76.0,1.0,,0,3,0
23536,35.0,4,1,2,0,240.0,0,0,0,4,1,153.0,1.0,92.0,3,0,1
5936,35.0,9,1,2,0,632.0,1,1,0,27,0,62.0,1.0,,0,3,0
27912,23.0,1,1,1,0,243.0,1,0,0,28,8,164.0,2.0,,0,3,0
5324,27.0,4,1,2,0,,0,0,0,26,8,475.0,1.0,,0,3,1
26629,54.0,5,1,1,0,334.0,1,0,0,5,8,230.0,2.0,,0,3,0
17880,32.0,4,2,2,0,167.0,0,0,0,25,1,307.0,4.0,,0,3,0
9225,43.0,1,1,1,0,-5.0,1,0,0,29,8,335.0,2.0,,0,3,0
26290,58.0,5,1,2,0,141.0,0,0,0,26,8,167.0,5.0,,0,3,0
25448,28.0,9,2,1,0,1693.0,1,1,0,28,8,159.0,2.0,,0,3,0
2349,48.0,7,2,1,0,319.0,0,0,1,22,1,74.0,11.0,,0,3,0
4969,28.0,4,1,2,0,743.0,1,1,0,11,8,232.0,3.0,341.0,1,1,0
4120,53.0,0,1,1,0,867.0,1,0,0,17,9,87.0,1.0,,0,3,0
16875,57.0,0,1,1,0,2800.0,0,0,1,31,5,41.0,3.0,,0,3,0
26001,31.0,1,1,1,0,22.0,1,0,0,8,8,124.0,2.0,359.0,4,0,0
9643,38.0,0,1,1,0,2319.0,0,0,0,7,5,69.0,1.0,,0,3,0
2449,31.0,7,1,1,0,3842.0,1,0,0,13,8,61.0,1.0,,0,3,0
6164,50.0,3,0,1,0,56.0,0,0,0,19,9,116.0,1.0,,0,3,0
30876,30.0,9,1,1,0,2.0,0,0,0,19,1,80.0,1.0,,0,3,0
14914,54.0,4,0,2,0,3288.0,0,0,0,22,6,869.0,1.0,84.0,3,2,1
11307,79.0,3,1,1,0,497.0,0,0,1,16,7,68.0,4.0,,0,3,0
19986,42.0,10,2,1,0,2616.0,1,0,0,30,5,167.0,6.0,,0,3,0
24712,38.0,1,1,1,0,6698.0,1,0,0,20,0,194.0,3.0,,0,3,0
24551,55.0,9,1,1,0,194.0,0,0,0,13,1,0.0,17.0,,0,3,0
3749,51.0,7,1,2,0,0.0,0,0,0,8,1,117.0,2.0,,0,3,0
19875,35.0,4,2,2,0,1779.0,0,0,0,8,10,622.0,2.0,183.0,1,2,1
15544,35.0,4,1,2,0,1618.0,1,0,0,16,0,710.0,1.0,,0,3,0
13640,54.0,0,1,1,0,107.0,0,0,1,2,6,271.0,1.0,,0,3,1
25862,22.0,7,2,1,0,-35.0,1,1,0,9,8,130.0,2.0,,0,3,0
19093,51.0,7,1,1,0,1194.0,0,1,0,17,9,202.0,1.0,,0,3,0
13054,33.0,4,2,2,0,137.0,1,0,0,25,5,561.0,1.0,,0,3,0
22408,38.0,0,1,1,0,233.0,1,0,0,27,8,209.0,1.0,,0,3,0
9550,52.0,9,1,1,0,-721.0,1,0,0,27,8,1185.0,1.0,,0,3,1
6522,32.0,7,1,2,0,1347.0,1,0,0,21,8,127.0,1.0,,0,3,0
15605,46.0,9,1,0,0,-326.0,0,0,0,9,6,216.0,2.0,,0,3,0
17304,23.0,8,2,1,0,223.0,0,0,0,30,0,852.0,1.0,,0,3,1
9892,34.0,3,0,1,0,-32.0,1,0,0,6,3,509.0,2.0,,0,3,0
22528,42.0,3,1,1,0,808.0,1,0,0,9,5,127.0,1.0,,0,3,0
23143,28.0,9,2,1,0,487.0,1,0,0,30,5,372.0,4.0,,0,3,0
20341,33.0,9,1,1,0,3.0,0,0,0,14,1,171.0,6.0,,0,3,0
24791,25.0,7,2,1,0,2685.0,0,1,0,24,1,10.0,1.0,,0,3,0
30851,37.0,4,1,1,0,1161.0,1,0,0,27,8,100.0,3.0,,0,3,0
1839,47.0,9,1,1,0,1468.0,1,0,0,14,8,67.0,2.0,,0,3,0
24906,33.0,4,1,1,0,-5.0,0,0,0,5,6,118.0,1.0,,0,3,0
30013,32.0,1,2,0,0,352.0,0,0,0,4,3,256.0,1.0,196.0,8,0,0
22213,29.0,3,1,0,0,-2.0,0,0,1,8,5,78.0,3.0,,0,3,0
28421,51.0,4,2,2,0,102128.0,0,0,0,3,6,73.0,1.0,,0,3,0
30131,34.0,1,2,1,0,-600.0,0,0,0,25,5,146.0,4.0,,0,3,0
25717,45.0,3,0,2,0,2097.0,0,0,0,20,6,86.0,3.0,,0,3,0
28286,33.0,9,2,1,0,321.0,1,0,0,29,4,453.0,2.0,253.0,2,0,0
20389,42.0,9,1,1,0,376.0,0,0,1,29,4,234.0,1.0,,0,3,0
18856,47.0,4,0,2,0,2566.0,1,0,0,31,5,756.0,8.0,,0,3,0
11007,53.0,9,1,1,0,368.0,1,0,0,28,4,132.0,1.0,197.0,2,0,0
7807,76.0,1,1,1,0,398.0,0,0,1,8,9,222.0,1.0,185.0,3,2,0
5448,39.0,6,1,1,0,-5.0,0,0,0,14,1,257.0,4.0,,0,3,0
6566,50.0,0,0,1,0,296.0,1,0,0,17,9,109.0,1.0,164.0,2,2,0
3789,33.0,7,2,1,0,762.0,0,0,0,20,6,0.0,13.0,,0,3,0
22851,60.0,1,1,0,0,861.0,0,0,1,22,1,56.0,4.0,,0,3,0
6107,42.0,0,1,1,0,-36.0,1,0,0,14,8,279.0,2.0,,0,3,0
7978,41.0,7,0,1,0,-156.0,1,0,0,3,0,173.0,3.0,,0,3,0
22403,43.0,0,0,1,0,158.0,1,0,0,7,8,103.0,,,0,3,0
4623,40.0,9,1,1,0,48.0,1,0,0,20,1,375.0,4.0,,0,3,0
10992,43.0,4,1,2,0,2285.0,1,1,0,18,6,97.0,2.0,,0,3,0
20693,35.0,1,2,0,0,78.0,0,0,1,10,5,334.0,4.0,,0,3,0
20610,52.0,0,1,1,0,5121.0,0,1,0,7,1,237.0,7.0,,0,3,0
22771,37.0,4,1,2,1,-1039.0,1,1,0,23,6,60.0,2.0,,0,3,0
18574,56.0,1,1,1,0,1165.0,1,0,0,12,8,498.0,1.0,,0,3,0
11553,30.0,1,2,1,0,808.0,1,0,0,20,6,26.0,18.0,,0,3,0
31496,48.0,4,0,0,0,427.0,1,0,0,20,8,165.0,2.0,,0,3,0
7914,54.0,0,1,2,1,6.0,0,0,0,19,8,90.0,11.0,,0,3,0
11626,42.0,7,0,1,0,,0,0,0,31,5,116.0,4.0,,0,3,0
3896,31.0,1,1,1,0,567.0,0,1,0,3,3,,2.0,,0,3,0
2344,24.0,0,1,1,0,-246.0,1,1,0,4,6,326.0,2.0,,0,3,0
15749,44.0,4,0,2,0,576.0,1,0,0,31,5,219.0,2.0,,0,3,0
27915,30.0,4,1,2,0,745.0,0,0,0,21,8,208.0,1.0,,0,3,0
9425,26.0,4,2,2,0,2784.0,0,0,0,23,7,429.0,1.0,,0,3,1
12627,32.0,4,2,2,0,1434.0,1,0,0,3,6,182.0,2.0,,0,3,0
4899,,1,2,1,0,197.0,0,0,1,30,0,97.0,1.0,,0,3,0
8301,44.0,1,1,1,0,133.0,1,0,0,6,8,220.0,1.0,,0,3,0
11838,21.0,8,2,1,0,368.0,0,0,1,8,5,441.0,3.0,,0,3,1
10069,35.0,2,1,0,0,1.0,1,0,0,21,5,117.0,3.0,,0,3,0
4980,53.0,0,1,1,0,54.0,0,0,0,26,1,162.0,2.0,,0,3,0
23699,51.0,0,1,2,0,24.0,1,0,1,28,1,69.0,3.0,,0,3,0
31162,50.0,1,1,0,0,882.0,0,0,0,31,5,223.0,4.0,,0,3,0
19274,42.0,1,1,1,0,424.0,1,1,0,14,8,166.0,2.0,,0,3,0
5865,35.0,4,2,2,0,7507.0,1,0,0,30,10,265.0,1.0,,0,3,1
3964,45.0,1,1,1,0,373.0,1,0,0,8,8,121.0,2.0,,0,3,0
24161,37.0,4,1,1,0,42.0,1,0,0,26,1,313.0,10.0,,0,3,0
4890,36.0,4,2,2,0,52.0,0,0,0,18,1,79.0,5.0,,0,3,0
25084,27.0,1,1,1,0,177.0,1,0,0,12,8,130.0,3.0,,0,3,0
14874,29.0,7,1,1,0,263.0,1,1,0,19,9,1517.0,1.0,,0,3,1
798,49.0,4,1,2,0,576.0,0,0,0,18,1,765.0,3.0,,0,3,1
7632,30.0,1,1,1,0,1516.0,1,0,0,20,9,341.0,1.0,,0,3,0
11002,28.0,2,2,2,0,12.0,0,0,0,5,3,64.0,1.0,,0,3,0
1437,59.0,5,2,1,0,1624.0,0,0,0,12,6,103.0,1.0,,0,3,0
30750,56.0,4,0,2,0,866.0,0,0,0,28,1,45.0,3.0,,0,3,0
13042,45.0,1,1,1,0,173.0,1,0,0,12,8,157.0,1.0,,0,3,0
14398,44.0,1,1,0,0,302.0,1,0,0,29,4,212.0,1.0,261.0,3,0,0
8964,48.0,7,2,1,0,514.0,0,0,1,22,5,70.0,4.0,,0,3,0
13802,34.0,7,2,1,0,254.0,1,0,0,2,6,509.0,1.0,,0,3,0
4584,28.0,1,2,1,0,-344.0,0,1,0,28,5,139.0,4.0,,0,3,0
19592,42.0,0,1,1,0,9.0,0,1,0,21,5,94.0,2.0,,0,3,0
19063,34.0,9,1,1,0,707.0,1,0,0,18,9,289.0,2.0,,0,3,0
14696,49.0,0,1,1,0,-3.0,0,0,0,3,6,115.0,2.0,,0,3,0
4302,54.0,2,1,1,0,-3.0,0,0,0,29,1,100.0,3.0,,0,3,0
29758,28.0,4,2,2,0,587.0,0,0,0,7,11,673.0,1.0,221.0,3,0,0
6852,47.0,1,1,1,0,201.0,0,0,0,7,1,242.0,2.0,,0,3,0
21846,47.0,4,2,2,0,2.0,1,0,0,6,6,57.0,3.0,,0,3,0
20764,34.0,1,1,1,0,1412.0,1,1,0,27,8,157.0,2.0,,0,3,0
7938,29.0,0,2,1,0,-650.0,1,0,0,28,8,425.0,2.0,,0,3,0
24879,26.0,4,2,2,0,4.0,0,0,1,8,4,174.0,2.0,,0,3,0
19939,29.0,4,1,1,0,144.0,1,0,0,22,5,39.0,13.0,,0,3,0
14782,40.0,0,2,1,0,666.0,0,0,0,19,9,179.0,2.0,121.0,2,2,0
16167,74.0,5,1,2,0,1846.0,0,0,0,15,7,203.0,1.0,185.0,2,2,1
20117,21.0,8,2,1,0,-4.0,0,0,0,6,3,225.0,6.0,,0,3,1
28094,34.0,1,0,1,0,808.0,1,1,0,6,0,193.0,3.0,,0,3,0
12878,32.0,9,2,1,0,3306.0,0,0,0,1,10,198.0,2.0,,0,3,0
23371,39.0,4,1,0,0,4358.0,0,0,0,9,6,249.0,1.0,,0,3,0
16999,39.0,1,0,0,0,1.0,0,1,0,1,5,628.0,1.0,,0,3,0
20633,35.0,0,2,1,0,210.0,1,0,0,15,7,271.0,2.0,,0,3,0
30320,34.0,0,0,1,0,1220.0,1,0,0,12,9,475.0,1.0,374.0,1,2,1
8912,57.0,0,1,1,0,480.0,0,0,0,11,11,311.0,8.0,,0,3,0
457,25.0,6,2,2,0,3042.0,1,1,0,17,0,554.0,1.0,325.0,1,1,0
21320,39.0,2,1,2,0,124.0,1,0,0,5,8,475.0,1.0,287.0,1,0,0
30116,43.0,1,0,1,0,-706.0,0,1,0,3,5,93.0,1.0,,0,3,0
24867,37.0,4,2,2,0,1343.0,1,0,0,13,8,110.0,6.0,173.0,4,1,0
6545,35.0,1,1,1,0,122.0,1,0,0,14,0,266.0,3.0,328.0,1,0,0
20175,49.0,7,1,1,0,-180.0,1,1,0,11,8,139.0,2.0,347.0,1,0,0
8717,30.0,4,1,2,0,880.0,0,0,0,3,3,173.0,3.0,,0,3,0
14935,29.0,7,1,1,0,413.0,1,1,0,9,5,235.0,1.0,,0,3,0
167,55.0,7,2,1,0,1166.0,1,0,0,21,9,331.0,1.0,,0,3,0
8416,28.0,4,2,2,0,720.0,0,0,0,15,4,1260.0,4.0,210.0,4,1,1
22221,53.0,10,1,1,0,671.0,0,0,0,30,4,69.0,1.0,,0,3,0
29065,58.0,0,1,1,0,1848.0,1,0,0,4,3,148.0,2.0,260.0,1,0,0
7301,53.0,1,0,0,0,4399.0,0,0,1,11,1,261.0,1.0,,0,3,1
24976,44.0,4,1,2,0,650.0,0,0,0,16,6,229.0,2.0,,0,3,0
11039,52.0,1,1,1,0,1022.0,1,0,0,8,8,317.0,3.0,,0,3,0
15570,42.0,1,1,1,0,898.0,1,0,0,7,0,100.0,1.0,328.0,1,0,0
3073,53.0,5,1,1,0,1464.0,0,1,0,29,5,271.0,2.0,,0,3,0
16172,32.0,0,0,1,0,1124.0,1,0,0,8,8,135.0,2.0,,0,3,0
8546,42.0,4,1,2,0,189.0,0,0,0,21,1,308.0,2.0,,0,3,0
21633,33.0,7,1,1,0,110.0,1,0,0,6,8,597.0,3.0,,0,3,0
9331,61.0,5,2,1,0,78.0,1,0,1,28,5,12.0,8.0,,0,3,0
5649,39.0,1,0,1,1,-58.0,1,0,0,10,5,588.0,6.0,,0,3,0
24991,54.0,6,1,2,0,1671.0,0,0,0,28,4,191.0,1.0,189.0,1,0,0
20992,45.0,0,0,1,0,-513.0,1,0,0,5,8,52.0,4.0,362.0,1,1,0
337,50.0,0,1,1,0,1532.0,1,0,0,15,8,186.0,1.0,,0,3,0
30233,49.0,9,1,1,0,2.0,0,0,0,21,9,608.0,1.0,10.0,1,0,1
26121,45.0,0,1,1,0,1863.0,1,1,0,14,8,135.0,4.0,,0,3,0
22507,60.0,10,1,1,0,953.0,0,0,0,8,7,304.0,1.0,89.0,2,2,1
5219,18.0,8,2,1,0,5372.0,0,0,0,4,8,72.0,6.0,,0,3,0
18215,45.0,3,1,0,0,3.0,0,0,1,31,5,26.0,38.0,,0,3,0
2389,30.0,4,2,1,0,1321.0,0,1,0,7,5,175.0,2.0,,0,3,0
29450,,4,2,2,0,3276.0,0,0,0,9,6,70.0,4.0,,0,3,0
13204,26.0,4,1,2,0,1365.0,1,0,0,29,8,272.0,3.0,,0,3,0
14040,55.0,4,1,2,0,4.0,1,0,0,14,8,155.0,2.0,,0,3,0
21046,37.0,1,1,0,0,39.0,1,1,0,13,8,267.0,2.0,335.0,1,1,0
21086,36.0,1,2,1,0,1014.0,0,0,0,6,6,52.0,2.0,,0,3,0
22339,48.0,1,1,1,0,86.0,1,0,0,17,5,37.0,8.0,,0,3,0
20067,28.0,9,2,1,0,1625.0,1,0,0,25,5,70.0,3.0,,0,3,0
25990,38.0,1,2,0,0,5472.0,0,1,0,9,6,182.0,2.0,,0,3,0
5387,28.0,4,1,1,0,,1,0,0,21,8,24.0,2.0,,0,3,0
23913,33.0,7,1,1,0,358.0,1,0,0,29,4,110.0,1.0,185.0,13,1,0
24275,46.0,1,1,0,0,40.0,1,0,0,8,8,224.0,1.0,,0,3,0
16895,34.0,1,1,0,0,1214.0,1,0,0,27,8,263.0,3.0,,0,3,0
3339,34.0,2,1,0,0,798.0,0,0,0,8,1,,3.0,,0,3,0
16023,38.0,3,1,0,0,320.0,0,0,0,7,8,95.0,1.0,324.0,2,0,0
11428,30.0,7,2,1,0,205.0,1,0,0,15,0,475.0,1.0,,0,3,0
29948,76.0,5,1,1,0,724.0,0,0,1,22,6,304.0,3.0,,0,3,0
8894,32.0,1,2,1,0,392.0,1,0,0,28,8,537.0,7.0,,0,3,0
10512,42.0,9,0,1,0,4389.0,0,0,1,2,5,618.0,2.0,85.0,1,2,1
17818,48.0,0,0,1,0,,1,1,0,29,5,134.0,19.0,,0,3,0
17455,35.0,4,1,2,0,377.0,1,0,0,5,8,214.0,1.0,,0,3,0
2861,52.0,7,0,1,1,-3.0,0,1,0,3,5,163.0,10.0,,0,3,0
9306,,1,1,1,0,16.0,0,0,0,10,5,486.0,1.0,,0,3,0
7118,43.0,2,1,1,0,-478.0,1,1,0,2,6,360.0,6.0,,0,3,0
13126,37.0,2,1,2,0,2091.0,1,0,0,22,5,,1.0,,0,3,0
11104,52.0,0,1,1,0,222.0,0,0,0,5,1,245.0,1.0,,0,3,0
7775,29.0,7,2,1,0,633.0,1,0,0,18,8,92.0,1.0,,0,3,0
23414,37.0,3,1,1,0,-1.0,0,1,1,15,5,555.0,3.0,,0,3,0
8616,39.0,1,2,1,0,1967.0,0,0,0,18,6,163.0,9.0,,0,3,0
12660,53.0,1,1,1,0,2691.0,1,0,0,20,9,266.0,1.0,104.0,2,1,0
8478,30.0,1,1,0,0,1287.0,1,0,0,14,0,306.0,2.0,,0,3,0
26005,50.0,4,1,2,0,586.0,0,0,0,26,8,94.0,1.0,,0,3,0
3554,40.0,0,1,1,0,607.0,1,0,0,13,8,330.0,3.0,,0,3,0
19247,34.0,4,2,2,0,4.0,1,0,0,13,8,550.0,1.0,,0,3,1
23258,28.0,8,2,2,0,115.0,0,0,0,10,7,86.0,2.0,,0,3,0
8600,31.0,7,1,1,0,2535.0,1,0,0,18,8,24.0,6.0,180.0,2,1,0
25399,28.0,1,2,0,0,300.0,1,0,0,23,5,29.0,8.0,,0,3,0
28342,36.0,4,0,2,0,504.0,1,0,0,29,8,390.0,1.0,,0,3,0
17524,28.0,4,1,1,0,-5.0,0,0,0,19,1,68.0,2.0,,0,3,0
916,35.0,1,1,0,0,975.0,1,1,0,23,8,274.0,1.0,,0,3,0
18665,33.0,0,0,0,0,9571.0,1,0,0,9,8,47.0,2.0,,0,3,0
29726,31.0,0,1,1,0,109.0,0,1,0,21,9,105.0,3.0,133.0,1,0,0
7577,34.0,0,1,1,0,1250.0,1,1,0,1,5,122.0,2.0,,0,3,0
29803,59.0,2,1,2,0,2916.0,1,0,0,9,6,119.0,1.0,,0,3,0
25747,41.0,4,2,2,0,2034.0,1,0,0,24,5,1173.0,4.0,,0,3,0
19830,35.0,9,1,1,0,399.0,1,0,0,7,8,132.0,1.0,,0,3,0
20448,34.0,0,2,2,0,59.0,0,1,0,30,0,83.0,1.0,,0,3,0
10859,49.0,7,0,1,0,60.0,0,1,0,15,5,899.0,1.0,,0,3,1
24585,58.0,9,1,1,0,177.0,0,0,0,12,1,109.0,4.0,,0,3,0
12594,34.0,8,2,2,0,869.0,1,0,0,11,8,204.0,1.0,277.0,2,0,0
23501,55.0,3,1,0,0,957.0,0,0,0,20,6,92.0,10.0,,0,3,0
19984,52.0,0,2,1,0,1960.0,0,0,1,23,0,158.0,4.0,,0,3,0
2898,55.0,0,0,1,0,-5.0,1,1,0,4,3,343.0,1.0,182.0,3,2,0
4866,54.0,1,1,0,0,1704.0,0,0,0,8,8,331.0,3.0,,0,3,0
12774,62.0,5,0,0,0,95.0,0,1,0,27,6,234.0,1.0,,0,3,0
13287,58.0,1,1,0,0,8322.0,1,0,0,16,8,446.0,2.0,,0,3,0
27245,25.0,8,2,1,0,1923.0,1,0,0,15,8,283.0,1.0,351.0,4,0,0
29319,52.0,9,0,1,0,302.0,0,1,0,17,6,180.0,1.0,,0,3,0
3208,54.0,7,1,1,0,-627.0,1,1,0,5,8,358.0,2.0,278.0,5,0,0
7876,31.0,9,2,1,0,713.0,1,0,0,14,8,220.0,2.0,,0,3,0
9594,27.0,1,2,1,0,226.0,0,0,0,9,5,815.0,6.0,,0,3,0
15285,36.0,1,2,1,0,3049.0,0,0,0,20,6,31.0,11.0,,0,3,0
20242,33.0,4,1,2,0,271.0,1,0,0,11,8,139.0,2.0,,0,3,0
19701,34.0,9,2,2,0,310.0,0,0,0,14,1,127.0,2.0,,0,3,0
22888,57.0,4,1,1,0,357.0,0,0,0,18,6,81.0,2.0,,0,3,0
5289,43.0,10,2,1,0,290.0,0,0,0,29,5,492.0,1.0,,0,3,0
17639,37.0,2,1,2,0,85.0,1,0,0,11,5,208.0,2.0,,0,3,0
21304,26.0,8,2,1,0,349.0,0,0,0,10,1,225.0,1.0,,0,3,1
18382,41.0,1,1,1,0,-141.0,1,1,0,23,8,120.0,1.0,,0,3,0
1030,34.0,1,1,0,0,61.0,1,0,1,11,8,12.0,1.0,,0,3,0
23476,33.0,9,2,2,0,191.0,1,0,0,12,8,182.0,5.0,,0,3,0
17380,42.0,7,0,1,0,107.0,1,0,0,6,8,173.0,2.0,,0,3,0
14219,33.0,9,2,1,0,309.0,1,1,0,16,0,327.0,1.0,234.0,3,0,0
25755,31.0,4,1,2,0,417.0,0,0,0,4,8,65.0,5.0,167.0,1,1,0
5683,33.0,6,1,2,0,13355.0,0,0,1,21,9,44.0,5.0,,0,3,0
30098,43.0,1,2,2,0,2728.0,0,0,0,21,9,1.0,7.0,,0,3,0
18579,30.0,1,1,0,0,1257.0,1,0,0,21,9,98.0,1.0,182.0,1,0,0
3394,39.0,0,2,1,0,13.0,0,0,0,1,0,108.0,1.0,,0,3,0
9464,35.0,1,1,1,0,529.0,1,0,0,20,0,42.0,3.0,,0,3,0
21497,41.0,0,1,1,1,-105.0,1,0,0,28,5,287.0,2.0,,0,3,0
11138,51.0,1,1,0,0,1062.0,0,0,0,29,1,89.0,8.0,,0,3,0
3361,57.0,4,1,2,0,1433.0,0,0,0,12,6,284.0,3.0,,0,3,0
4149,48.0,7,1,1,0,1231.0,1,1,0,30,8,120.0,1.0,,0,3,0
17746,59.0,3,1,0,0,7085.0,0,0,0,6,6,79.0,3.0,,0,3,0
15231,58.0,4,1,1,0,7159.0,0,0,0,17,9,91.0,1.0,,0,3,0
6797,32.0,9,1,1,0,368.0,1,0,0,11,8,207.0,2.0,276.0,3,0,0
935,49.0,1,1,1,0,436.0,0,0,0,28,4,399.0,5.0,,0,3,0
2907,41.0,9,1,1,0,4.0,0,0,0,20,1,95.0,3.0,,0,3,0
30011,55.0,0,1,1,0,4495.0,0,0,0,8,8,290.0,2.0,168.0,3,0,0
29295,28.0,7,1,1,0,4868.0,1,1,1,20,0,0.0,6.0,306.0,3,1,0
9736,35.0,1,1,1,0,193.0,1,0,0,17,0,594.0,4.0,340.0,7,0,0
6817,27.0,1,2,1,0,4.0,0,0,1,13,8,23.0,7.0,366.0,10,1,0
12700,32.0,9,2,1,0,-474.0,1,0,0,27,8,86.0,4.0,,0,3,0
12386,39.0,9,0,2,0,116.0,1,1,0,2,0,1009.0,2.0,,0,3,0
9585,30.0,9,2,1,0,7105.0,0,1,0,21,9,268.0,1.0,,0,3,0
21689,58.0,0,1,1,0,1144.0,0,0,1,7,5,88.0,3.0,,0,3,0
27914,38.0,4,2,2,0,1840.0,1,0,0,25,1,152.0,4.0,,0,3,0
12818,73.0,5,0,0,0,49.0,0,0,0,2,3,283.0,1.0,,0,3,0
1079,20.0,1,2,1,0,488.0,1,0,0,4,6,641.0,1.0,,0,3,1
14004,52.0,4,1,2,0,4282.0,0,0,0,17,9,66.0,1.0,,0,3,0
8277,40.0,1,0,0,0,301.0,1,0,0,17,5,1171.0,2.0,,0,3,1
21250,29.0,7,2,1,1,4.0,0,1,0,2,5,85.0,3.0,,0,3,0
439,35.0,1,1,1,0,-188.0,1,1,0,27,8,115.0,2.0,,0,3,0
19686,35.0,4,1,2,0,444.0,1,0,0,7,8,455.0,1.0,,0,3,0
10026,53.0,5,1,1,0,1286.0,0,0,0,19,6,139.0,5.0,,0,3,0
17728,42.0,1,1,0,0,4.0,1,0,0,6,8,32.0,1.0,,0,3,0
